gene ID,gene_symbol,UniGene symbol,GenBank_id,Accession,gene_name,organism,p-value,sample,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_control,max_age_of_control,min_age_of_experiment,max_age_of_experiment,link,change_type,n_of_control,n_of_experiment,percent_of_change,FC,logFC,q-value,FDR
,SNAP23,,,AJ011915,"synaptosomal-associated protein, 23kDa",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,71,1.71,,0.005124108,
,SNAP23,SNAP23,,,"synaptosomal-associated protein, 23kD",human,"0,0148",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"33,5114223",1.335114223,,,6.354174563
NM_003082,SNAPC1,,,,"small nuclear RNA activating complex, polypeptide 1, 43kDa",human,"1,59E-05",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-59,83935743","2,49",,,
NM_000345,SNCA,,,,"synuclein, alpha (non A4 component of amyloid precursor)",human,"0,002108171527",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,102,"2,02",,,
N73970,SNED1,,,,FLJ00133 protein,human,"0,02504657456",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-37,5","1,60",,,
,SNRNP70,,NM_003089,,Small nuclear ribonucleoprotein 70 kDa polypeptide (RNP antigen),human,"0,002",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,45,1.45,,,0.021
AI672541,SNRPN,,,,Homo sapiens mRNA; cDNA DKFZp686M12165 (from clone DKFZp686M12165),human,"0,0003934372648",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-66,44295302","2,98",,,
,SNTG2,,,NM_018968.1,,human,"0,0029142",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,10,"1,1",,,
,SNW1,SNW1,,,SKI-interacting protein,human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"14,8684027",1.148684027,,,6.354174563
,SOCS2,SOCS2,,,suppressor of cytokine signaling 2,human,"0,003",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-42,0190481",0.579809519,,,8.175499961
,SOCS2,SOCS2,,,suppressor of cytokine signaling 2,human,"0,00016",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-43,2756346",0.567243654,,,5.234573694
,SOCS2,,,NM_003877.3,,human,"0,0001117",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-50,"0,5",,,
AI796687,SOLH,,,,small optic lobes homolog (Drosophila),human,"0,0001446744163",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,90,"1,91",,,
,SON,,X63071,,SON DNA binding protein,human,"0,001",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,24,1.24,,,0.011000000000000001
,SON,SON,,,SON DNA binding protein,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"24,8418769",1.248418769,,,5.506014094
,SORD,,,NM_003104.3,,human,"0,0001723",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,SORT1,,,X98248,sortilin 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-71,59090909",-3.52,,0.002142,
L20686,SOS2,,,,son of sevenless homolog 2 (Drosophila) /// son of sevenless homolog 2 (Drosophila),human,"0,002830698358",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-61,53846154","2,6",,,
AF083105,SOX13,,,,SRY (sex determining region Y)-box 13,human,"0,00251590371",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,123,"2,23",,,
,SOX15,,,NM_006942.1,,human,"0,010734",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
NM_003107,SOX4,,,,SRY (sex determining region Y)-box 4,human,"0,004393606525",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-60,9375","2,56",,,
AU121035,SP1,,,,Sp1 transcription factor,human,"0,005583449995",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-45,65217391","1,84",,,
AF056322,SP100,,,,nuclear antigen Sp100,human,"0,002999665947",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,110,"2,11",,,
,SPATS2L,DKFZP564A2416,,,DKFZP564A2416 protein,human,"0,0207",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,-24,0.75949136,-0.3968945422153737,7.08522883,
,SPHK2,,,NM_020126.3,,human,"0,0303713",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,SPON1,,,AB018305,"spondin 1, (f-spondin) extracellular matrix protein",human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,101,02.01,,0.002142,
AI885290,SPON1,,,,"spondin 1, (f-spondin) extracellular matrix protein",human,"0,004371116376",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,-50,2,,,
NM_005842,SPRY2,,,,sprouty homolog 2 (Drosophila),human,"0,01202030361",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,225,"3,25",,,
NM_003128,SPTBN1,,,,"spectrin, beta, non-erythrocytic 1",human,"0,01568980862",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-45,05494505","1,82",,,
,SPTSSA,,,AL080066,chromosome 14 open reading frame 147,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,88,1.88,,0.002142,
NM_003900,SQSTM1,,,,sequestosome 1,human,"0,0008526105051",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,75,"1,75",,,
,SREK1,SFRS12,,,"splicing factor, arginine/serine-rich 12",human,"0,0047",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"20,8780257",1.208780257,,,6.354174563
AV752215,SRI,,,,sorcin,human,"0,005490155012",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,104,"2,05",,,
,SRP54,SRP54,,,signal recognition particle 54kD,human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"16,4052043",1.164052043,,,7.08522883
,SRP68,SRP68,,,signal recognition particle 68kD,human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"18,23348785",1.182334878543774,,,2.835248776
AV702627,SRP72,,,,signal recognition particle 72kDa,human,"0,01214015307",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-37,5","1,60",,,
,SRRM2,,AI655799,,Serine/arginine repetitive matrix 2,human,"0,0006",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,48,1.48,,,0.044000000000000004
,SRRM2,,,NM_016333.2,,human,"0,0496977",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,30,"1,3",,,
,SRSF1,,AA046439,,"Splicing factor, arginine/serine-rich 1",human,"0,009",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,39,1.39,,,0.044000000000000004
,SRSF10,,,AF047448,FUS interacting protein (serine-arginine rich) 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-44,75138122",-1.81,,0.007611041,
,SRSF11,SFRS11,,,"splicing factor, arginine/serine-rich 11",human,"0,0104",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"22,84116099",1.22841160992096,,,5.506014094
,SRSF5,,NM_006925,,"Splicing factor, arginine/serine-rich 5",human,"0,0003",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,40,1.4,,,0.006
,SRSF6,,AL031681,,"Splicing factor, arginine/serine-rich 6",human,"0,009",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,36,1.36,,,0.048
,SSB1,,,NM_025106.2,,human,"0,0022038",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,40,"1,4",,,
,SSNA1,SSNA1,,,Sjogrens syndrome nuclear autoantigen 1,human,"0,0011",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,decreased gene expression,8,8,"-19,3846305",0.806153695,,,5.915805962
,SST,,,AI636761,somatostatin,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-65,15679443",-2.87,,0.002142,
,SST,,,J00306,somatostatin,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-45,05494505",-1.82,,0.002142,
NM_003932,ST13,,,,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),human,"0,0007095604282",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-39,02439024","1,64",,,
AV695711,ST6GAL1,,,,"sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)",human,"0,02695579796",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-64,41281139","2,81",,,
L32867,ST8SIA1,,,,"sialyltransferase 8A (alpha-N-acetylneuraminate: alpha-2,8-sialyltransferase, GD3 synthase)",human,"0,005730304236",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,70,"1,7",,,
NM_005862,STAG1,,,,"propionyl Coenzyme A carboxylase, beta polypeptide",human,"0,009238947567",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-33,33333333","1,50",,,
,STAG2,STAG2,,,stromal antigen 2,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"12,8382978",1.128382978,,,9.271695889
NM_012448,STAT5B,,,,signal transducer and activator of transcription 5B,human,"0,0003870474272",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-38,65030675","1,63",,,
NM_004760,STK17A,,,,serine/threonine kinase 17a (apoptosis-inducing),human,"0,00196595467",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-52,83018868","2,12",,,
NM_006374,STK25,,,,"serine/threonine kinase 25 (STE20 homolog, yeast)",human,"0,0009498228063",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,58,"1,58",,,
AF034187,STK38,,,,serine/threonine kinase 38,human,"0,02806792855",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-49,74874372","1,99",,,
NM_006282,STK4,,,,serine/threonine kinase 4,human,"0,01221785166",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-51,2195122","2,05",,,
,STOM,,,X85116,stomatin,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,56,1.56,,0.002142,
,STX5A,,,NM_003164.2,,human,"0,0016796",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
AI740832,STX6,,,,syntaxin 6,human,"0,0001387402671",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-51,92307692","2,08",,,
,STX7,,,NM_003569.1,,human,"0,0329672",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,STYX,STYX,,,serine/threonine/tyrosine interacting protein,human,"0,007",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"21,97051183",1.2197051182709882,,,7.425651557
AA456973,SUB1,,,,activated RNA polymerase II transcription cofactor 4,human,"0,00946625995",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,60,"1,6",,,
,SUCLA2,,,NM_003850.1,,human,"0,0001852",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,SUCLG1,,,NM_003849.1,,human,"0,0002621",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,SUMO2,SMT3H2,,,"SMT3 (suppressor of mif two 3, yeast) homolog 2",human,"0,0207",muscle,mRNA,male,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,21,27,67,75,10.1152/physiolgenomics.00049.2003,increased gene expression,8,8,"15,1487893",1.151487893,,,5.074085998
,SUPV3L1,,,NM_003171.2,,human,"0,0055764",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,SYAP1,,,NM_032796.2,,human,"0,0325313",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,50,"1,5",,,
,SYN2,,,U40215,synapsin II,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,decreased gene expression,,30,"-70,84548105",-3.43,,0.002142,
,SYNGR1,,,NM_145738.1,,human,"0,00000102",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-30,"0,7",,,
,SYPL1,,,X68194,synaptophysin-like protein,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,80,1.8,,0.006478758,
,TAF5,,,NM_139052.1,,human,"0,0156569",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,TAF6L,,,NM_006473.2,,human,"0,0342327",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,increased gene expression,26,25,20,"1,2",,,
,TAF9,,,NM_016283.3,,human,"0,008806",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,TARDBP,,NM_007375,,TAR DNA binding protein,human,"0,0006",muscle,mRNA,Woman,"Microarray, qPCR","Wilcoxon test, Student t-test, Wilcoxon Rank Sum Test",Years,20,29,65,71,10.1016/j.exger.2003.11.011,increased gene expression,7,8,24,1.24,,,0.016
,TARS,,,NM_152295.3,,human,"0,0047445",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
,TAX1BP3,,,U90913,Tax interaction protein 1,human,"<0,01",frontal cortex,mRNA,both,"Microarray, qPCR, WesternBlot",Spearman rank correlation coefficient,Years,,,26,106,10.1038/nature02661,increased gene expression,,30,87,1.87,,0.003812139,
AF234997,TAX1BP3,,,,Tax interaction protein 1,human,"0,005984156574",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,75,"1,75",,,
,TAZ,,,NM_181313.1,,human,"0,0465858",muscle,mRNA,both,"Microarray, qPCR",Student t-test,Years,18,28,65,84,10.1371/journal.pone.0000465,decreased gene expression,26,25,-20,"0,8",,,
AB029031,TBC1D1,,,,"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1",human,"0,01527752393",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,48387097","1,55",,,
NM_017752,TBC1D8B,,,,FLJ20298 protein,human,"0,002127927233",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,57,"1,57",,,
AB014576,TBC1D9B,,,,KIAA0676 protein,human,"0,004243066531",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,increased gene expression,5,4,84,"1,84",,,
NM_004607,TBCA,,,,tubulin-specific chaperone a,human,"0,006198436777",CD8+ T cells,mRNA,both,"Microarray, qPCR",Student t-test,Years,23,27,65,81,10.1111/j.1474-9726.2009.00534.x,decreased gene expression,5,4,"-35,06493506","1,54",,,
